face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
35.985,5.585,21.683,22.391,0.1938,0.7414,30.221,3.375,18.812,19.112,5.764,2.21,2.871,40.782,13.4,0.5677,23.377,13.961,0.5539,0.048,0.1261,0.1847,9.42,24.46,66.52,0.7,0.1471,0.2728,0.1969,0.0294,0,1,0,0,41.783,10.021,12.888,African,Autumn,Autumn_Muted
71.272,6.676,5.502,8.651,0.1662,0.786,63.177,6.963,10.378,12.498,8.094,-0.287,-4.876,38.278,10.952,-0.7442,35.523,5.308,0.6945,0.3299,0.3575,0.3002,3.73,40.36,44.9,0.7281,0.0509,0.186,0.1896,0.0081,0,1,0,0,61.554,7.665,18.656,Asian,Summer,Summer_Cool
84.727,10.549,20.13,22.727,0.2558,0.8975,83.991,11.705,24.349,27.016,0.736,-1.156,-4.219,52.325,19.809,0.6068,52.5,29.195,0.7521,0.324,0.3223,0.324,2.5,41.31,35.7,0.5938,-0.1355,0.0998,0.0168,0.1108,1,1,1,1,73.413,7.446,19.045,Caucasian,Spring,Spring_Bright
90.073,9.292,4.073,10.145,0.3096,0.8657,81.842,7.054,6.66,9.701,8.231,2.237,-2.587,24.927,4.65,-1.0,29.307,11.958,0.865,0.6515,0.6077,0.5404,3.52,30.96,67.14,0.6992,0.0455,0.2638,0.1847,0.0166,0,1,0,1,77.664,6.648,9.437,Caucasian,Winter,Winter_Clear
64.369,1.649,-2.219,2.765,0.0653,0.7816,56.027,6.267,-1.396,6.421,8.342,-4.618,-0.823,8.419,3.784,-1.0,22.641,12.38,0.714,0.5595,0.4173,0.4753,2.35,55.76,75.41,0.6097,0.0008,0.3136,0.2215,0.1111,1,1,0,1,48.422,6.888,9.038,African,Winter,Winter_Cool
81.189,13.911,24.52,28.192,0.3985,0.8213,78.882,17.958,28.464,33.655,2.307,-4.046,-3.943,58.586,16.121,0.3041,29.171,4.828,0.6402,0.226,0.5202,0.2515,6.37,99.11,39.29,0.1862,-0.0457,0.2046,0.1999,0.0154,1,1,0,1,78.371,7.066,11.924,Caucasian,Spring,Spring_Warm
55.255,9.27,14.19,16.949,0.2519,0.763,47.873,10.358,17.264,20.133,7.382,-1.088,-3.075,22.757,6.015,0.655,11.417,11.431,0.5582,0.325,0.4384,0.3039,6.3,4.86,51.9,0.92,0.0035,0.4065,0.4432,0.0093,0,0,0,1,72.942,7.522,11.473,Caucasian,Autumn,Autumn_Deep
81.486,6.001,0.992,6.082,0.1999,0.8298,71.274,4.507,3.496,5.704,10.212,1.494,-2.505,20.189,4.405,-0.7616,18.604,7.415,0.8998,0.613,0.6288,0.5376,10.21,9.05,81.94,1.0,-0.1063,0.0836,0.2331,0.0021,1,0,1,1,68.766,9.362,9.122,Caucasian,Winter,Winter_Bright
39.199,-0.611,-3.666,3.717,0.1575,0.7907,37.93,1.979,-4.624,5.03,1.27,-2.59,0.958,5.0,3.293,-0.1191,26.145,8.493,0.9492,0.342,0.1305,0.3646,3.91,59.93,72.6,0.5389,-0.2343,0.252,0.2653,0.1065,0,0,0,1,33.603,5.836,18.933,African,Winter,Winter_Bright
29.89,7.881,0.615,7.905,0.2642,0.735,27.243,5.837,4.069,7.115,2.646,2.045,-3.455,19.264,8.786,-0.4994,29.47,6.705,0.834,0.1063,0.0042,0.3474,3.6,57.78,43.83,0.4446,-0.0665,0.1973,0.0852,0.0024,1,1,0,1,31.784,12.908,15.453,African,Winter,Winter_Bright
48.358,3.506,3.429,4.904,0.1492,0.8331,47.468,6.062,5.787,8.381,0.89,-2.556,-2.358,15.379,2.926,-0.5651,23.972,12.748,0.776,0.3298,0.2439,0.351,7.35,1.72,66.88,1.0,-0.0242,0.4165,0.063,0.1259,0,0,0,0,48.069,11.034,17.852,African,Winter,Winter_Clear
50.944,-1.002,-1.44,1.754,0.2132,0.8254,47.193,-0.768,-0.736,1.064,3.751,-0.234,-0.703,52.964,6.523,-0.2932,32.562,6.989,0.5874,0.0202,0.1838,0.1636,3.03,69.15,48.22,0.5848,-0.3,0.18,0.3481,0.1271,1,0,0,1,64.16,9.343,9.084,Caucasian,Summer,Summer_Muted
63.221,14.162,16.077,21.425,0.3653,0.8687,58.343,13.804,13.255,19.137,4.878,0.358,2.823,38.725,9.949,0.9486,28.52,11.497,0.4791,0.245,0.347,0.3625,0.19,75.38,50.09,0.3245,0.1325,0.3016,0.1561,0.0545,0,0,0,1,63.203,3.337,9.491,Caucasian,Autumn,Autumn_Soft
87.301,7.852,8.561,11.617,0.1531,0.7673,76.561,7.961,8.533,11.67,10.74,-0.109,0.028,53.923,17.831,-0.1448,46.352,15.164,0.6063,0.3338,0.4095,0.258,2.49,50.3,40.12,0.5592,0.0434,0.0275,0.1771,0.0383,0,0,0,0,89.453,4.978,13.987,Caucasian,Summer,Summer_Soft
22.781,4.259,4.2,5.981,0.1639,0.8566,20.117,4.828,5.993,7.696,2.664,-0.569,-1.793,21.138,15.98,-0.5828,15.21,3.712,0.7049,0.0164,0.0757,0.249,4.92,47.6,20.6,0.7333,0.0308,0.3516,0.3176,0.0692,1,1,1,0,29.23,13.316,14.143,African,Winter,Winter_Clear
44.509,0.882,13.853,13.881,0.0447,0.6887,41.089,2.332,15.26,15.437,3.42,-1.45,-1.408,16.129,3.414,-0.7707,25.494,15.434,0.6815,0.2838,0.1901,0.2941,6.46,40.27,75.78,0.559,-0.0634,0.1891,0.2042,0.2217,0,0,0,1,48.318,9.351,19.75,Asian,Summer,Summer_Cool
85.576,9.613,25.116,26.893,0.2988,0.6678,81.131,11.788,22.981,25.828,4.446,-2.175,2.135,39.442,10.062,0.0943,28.164,9.457,0.5795,0.4613,0.5741,0.3688,8.98,0.0,75.64,1.0,-0.0118,0.3175,0.1573,0.0189,0,1,0,0,79.414,6.289,15.176,Caucasian,Autumn,Autumn_Muted
44.262,8.138,-0.884,8.186,0.2514,0.708,37.21,9.874,2.583,10.206,7.052,-1.736,-3.467,18.759,11.228,-0.5924,17.174,5.112,0.6995,0.255,0.2709,0.3815,3.89,15.47,27.81,0.811,-0.0512,0.1789,0.0385,0.0118,1,1,1,1,45.371,3.385,13.485,African,Winter,Winter_Clear
45.602,19.747,27.668,33.992,0.3976,0.7663,42.827,23.163,28.243,36.526,2.775,-3.416,-0.575,29.865,3.225,0.6641,25.458,9.583,0.5678,0.1574,0.2014,0.2852,3.23,11.3,14.04,0.7892,-0.008,0.2005,0.0529,0.0482,0,1,0,1,53.132,6.088,19.436,Asian,Autumn,Autumn_Deep
59.611,7.455,25.186,26.266,0.2027,0.8194,58.763,5.949,28.266,28.885,0.848,1.507,-3.08,45.241,11.392,0.6942,35.693,15.598,0.5962,0.1437,0.2392,0.2196,2.71,38.41,60.58,0.7558,0.0188,0.2337,0.0483,0.0034,1,0,0,1,67.051,8.851,10.3,Caucasian,Autumn,Autumn_Warm
63.255,4.659,4.005,6.144,0.2536,0.789,59.053,4.54,4.14,6.144,4.202,0.119,-0.135,26.92,6.708,-0.8836,31.045,5.488,0.7419,0.3634,0.3221,0.4589,4.56,41.7,54.55,0.5485,-0.0214,0.2192,0.456,0.0722,1,1,0,1,50.751,10.91,15.199,Asian,Winter,Winter_Bright
67.36,13.682,28.064,31.222,0.2831,0.8472,62.226,11.368,24.706,27.196,5.134,2.314,3.358,58.28,9.584,1.0,42.539,17.833,0.4007,0.0908,0.2482,0.1813,4.12,80.63,9.03,0.261,-0.0607,0.3187,0.0397,0.1468,1,1,1,1,78.246,10.792,8.685,Caucasian,Spring,Spring_Warm
53.334,14.721,25.408,29.365,0.2889,0.7812,50.484,18.152,20.402,27.308,2.85,-3.431,5.007,19.633,7.092,0.5873,32.803,11.28,0.3913,0.337,0.2053,0.2608,4.91,42.01,89.62,0.6312,-0.0281,0.2716,0.0827,0.0142,0,0,0,1,59.671,13.897,18.549,Asian,Autumn,Autumn_Soft
64.97,2.304,7.051,7.418,0.1387,0.812,62.409,4.327,10.414,11.278,2.561,-2.024,-3.363,43.783,29.756,-0.5908,30.891,14.489,0.4489,0.2119,0.3408,0.2213,5.83,64.78,56.13,0.429,-0.1395,0.4295,0.0142,0.0966,0,0,0,1,66.33,9.533,15.502,Caucasian,Summer,Summer_Muted
57.355,0.61,-2.892,2.955,0.1998,0.9146,54.168,3.324,-4.241,5.388,3.187,-2.714,1.349,18.919,7.334,-0.8689,18.494,3.662,0.723,0.3844,0.3886,0.4185,7.41,51.28,38.65,0.5465,0.0027,0.1542,0.0425,0.0792,0,0,0,0,68.407,4.782,17.874,Caucasian,Winter,Winter_Cool
57.462,15.45,16.172,22.366,0.2824,0.8405,55.967,17.522,14.167,22.533,1.495,-2.073,2.005,32.294,4.8,0.4736,17.131,12.939,0.6057,0.2517,0.4033,0.3708,7.4,49.48,57.86,0.5011,-0.0961,0.1266,0.0467,0.0131,1,1,0,0,79.457,6.668,11.833,Caucasian,Autumn,Autumn_Deep
23.186,4.816,5.495,7.307,0.1148,0.8648,17.573,6.565,5.756,8.731,5.613,-1.749,-0.261,14.316,4.774,-0.1727,16.635,8.992,0.4341,0.0887,0.0655,0.1267,3.19,70.91,19.1,0.2749,-0.0953,0.1003,0.1192,0.022,0,0,0,0,25.202,11.734,21.343,African,Summer,Summer_Soft
53.244,20.38,23.758,31.302,0.4087,0.8705,49.121,21.117,22.956,31.191,4.123,-0.737,0.802,42.501,7.99,1.0,34.847,17.021,0.6434,0.1074,0.184,0.2496,5.35,61.18,25.44,0.4395,-0.0763,0.1334,0.0449,0.046,0,1,0,1,61.484,6.749,14.717,Asian,Autumn,Autumn_Warm
49.27,17.256,30.768,35.277,0.3515,0.856,44.471,16.726,36.689,40.322,4.798,0.53,-5.921,21.656,6.527,0.6482,29.826,7.978,0.5634,0.2761,0.1944,0.2536,9.05,100.0,73.24,0.1272,-0.1158,0.4022,0.2271,0.1353,1,1,1,1,54.28,8.62,15.103,Asian,Autumn,Autumn_Warm
60.449,0.619,14.135,14.148,0.1077,0.8441,52.021,-2.273,15.771,15.934,8.429,2.892,-1.636,34.181,4.795,-0.5081,24.178,13.242,0.3997,0.2627,0.3627,0.3029,0.12,66.21,46.51,0.4076,-0.0324,0.1013,0.0333,0.0272,1,1,0,1,57.769,13.385,16.773,Asian,Summer,Summer_Light
46.03,9.783,14.961,17.875,0.2128,0.8587,40.793,9.26,14.221,16.97,5.237,0.522,0.74,15.31,2.202,0.4956,34.963,5.441,0.2799,0.3072,0.1107,0.1694,0.64,70.86,0.0,0.4253,-0.0598,0.1518,0.2078,0.0407,0,1,0,1,54.691,7.607,16.653,Asian,Autumn,Autumn_Muted
64.195,3.292,7.257,7.969,0.126,0.775,54.523,4.826,6.712,8.266,9.671,-1.533,0.545,42.901,18.0,-0.1725,26.452,8.124,0.6399,0.2129,0.3774,0.2775,4.52,36.6,73.11,0.7844,-0.0554,0.0182,0.231,0.0889,0,1,0,0,63.55,4.509,18.315,Asian,Summer,Summer_Cool
58.908,5.544,21.638,22.337,0.1202,0.8879,56.491,6.3,20.67,21.609,2.417,-0.756,0.968,45.285,7.886,1.0,37.91,6.385,0.6614,0.1362,0.21,0.3392,3.56,6.16,31.31,0.8573,0.0111,0.0347,0.06,0.073,0,0,0,0,62.026,5.336,15.642,Caucasian,Spring,Spring_Warm
29.908,14.539,18.029,23.161,0.5206,0.8154,24.617,14.174,17.449,22.48,5.291,0.365,0.579,14.276,8.129,0.952,20.277,5.969,0.4603,0.1563,0.0963,0.2265,1.86,6.42,36.99,0.9771,-0.0621,0.1212,0.457,0.0073,0,1,0,1,38.608,12.188,9.319,African,Spring,Spring_Warm
48.886,1.351,3.016,3.305,0.1741,0.8677,41.098,2.786,3.782,4.697,7.788,-1.435,-0.765,12.482,7.82,-0.6964,26.103,21.809,0.6636,0.364,0.2278,0.3727,6.56,19.68,47.59,0.7993,-0.2042,0.2494,0.2947,0.0089,0,1,0,0,31.605,9.223,16.423,African,Winter,Winter_Bright
70.422,9.949,0.55,9.964,0.3214,0.8746,64.179,12.248,1.3,12.317,6.243,-2.299,-0.75,20.607,5.926,-0.103,23.836,3.857,0.751,0.4981,0.4659,0.4896,0.0,69.67,52.42,0.4743,-0.0548,0.1219,0.3202,0.0957,1,1,1,1,63.688,9.628,9.734,Caucasian,Winter,Winter_Bright
60.616,8.736,-5.11,10.121,0.2474,0.8179,56.476,4.133,-4.99,6.479,4.14,4.603,-0.12,12.089,6.27,-0.3421,22.419,4.574,0.7016,0.4853,0.382,0.4333,8.1,3.53,70.14,0.9803,-0.1193,0.0913,0.0206,0.1106,0,1,0,1,52.673,8.782,14.637,Caucasian,Winter,Winter_Bright
51.195,5.46,-5.545,7.782,0.182,0.6642,46.914,6.612,-3.532,7.496,4.281,-1.152,-2.013,15.936,2.786,-0.5322,31.897,6.955,0.7846,0.3526,0.193,0.3344,8.34,85.75,85.57,0.1905,-0.02,0.063,0.2289,0.0329,0,0,0,0,51.587,9.526,22.521,African,Winter,Winter_Deep
64.795,19.645,38.142,42.904,0.3622,0.7264,60.64,18.18,36.613,40.878,4.155,1.465,1.529,19.652,6.051,1.0,29.659,8.015,0.5032,0.4514,0.3514,0.3635,1.44,40.29,18.41,0.685,0.3,0.2762,0.0234,0.0116,1,1,0,1,57.634,10.484,13.902,Asian,Spring,Spring_Warm
36.465,-0.199,4.182,4.186,0.0738,0.8307,32.091,0.729,7.839,7.873,4.374,-0.928,-3.657,23.959,3.41,-1.0,23.27,9.71,0.708,0.1251,0.132,0.2368,6.06,22.03,36.68,0.9018,-0.111,0.3775,0.2977,0.0892,1,0,0,1,60.86,10.463,9.497,Asian,Winter,Winter_Deep
41.547,18.302,23.632,29.891,0.3035,0.8888,36.14,16.215,19.77,25.569,5.407,2.087,3.862,36.03,10.242,0.757,19.244,3.495,0.4084,0.0552,0.223,0.1665,6.12,42.07,34.02,0.5857,-0.0013,0.082,0.0413,0.0892,1,0,1,1,38.414,5.762,16.557,African,Autumn,Autumn_Soft
71.421,5.957,19.345,20.241,0.2125,0.8258,67.634,4.657,21.477,21.977,3.787,1.3,-2.133,53.149,14.326,0.6226,31.803,8.47,0.4493,0.1827,0.3962,0.2462,9.92,86.1,32.26,0.2545,-0.0177,0.2506,0.3355,0.0657,1,0,1,1,55.23,11.461,20.532,Asian,Spring,Spring_Warm
47.868,4.726,-2.566,5.378,0.2159,0.8231,43.077,7.454,-1.997,7.716,4.791,-2.728,-0.569,25.875,5.249,-0.5302,23.095,15.866,0.7382,0.2199,0.2477,0.3354,7.43,34.67,66.66,0.6069,0.0688,0.2901,0.3974,0.0592,0,0,0,0,34.13,13.321,10.349,African,Winter,Winter_Clear
75.309,6.825,8.517,10.915,0.2132,0.8186,72.826,10.455,5.516,11.821,2.483,-3.63,3.002,58.062,31.337,0.0411,42.967,6.774,0.7085,0.1725,0.3234,0.1842,7.93,61.62,47.91,0.3295,-0.0057,0.2126,0.1467,0.0283,1,0,0,1,60.038,8.957,20.121,Caucasian,Summer,Summer_Light
37.788,9.741,25.677,27.463,0.2013,0.8178,34.385,10.812,24.87,27.118,3.403,-1.071,0.807,19.599,9.869,0.6283,32.196,8.115,0.7372,0.1819,0.0559,0.2337,0.42,77.92,14.98,0.206,0.0396,0.1499,0.0512,0.0175,0,0,0,0,37.109,6.224,8.688,African,Spring,Spring_Light
72.502,11.153,17.534,20.781,0.2177,0.8708,70.169,10.315,21.625,23.96,2.333,0.838,-4.092,38.394,13.84,0.9798,31.791,5.616,0.3543,0.3411,0.4071,0.3223,4.01,54.33,57.0,0.4958,-0.0867,0.1179,0.016,0.0085,0,1,0,0,81.333,5.697,12.099,Caucasian,Autumn,Autumn_Soft
43.592,13.906,26.507,29.933,0.2823,0.7254,39.754,16.796,25.385,30.438,3.837,-2.89,1.122,31.57,4.195,0.8707,27.671,10.322,0.3168,0.1202,0.1592,0.2919,5.01,50.84,28.97,0.557,0.0277,0.1482,0.1066,0.0039,1,1,0,0,61.708,11.401,14.695,Asian,Autumn,Autumn_Deep
38.674,10.025,20.343,22.679,0.2913,0.9253,33.058,11.471,23.323,25.991,5.616,-1.447,-2.98,10.603,9.613,0.7061,24.963,10.912,0.7624,0.2807,0.1371,0.1761,2.35,55.15,48.91,0.5576,-0.0735,0.0822,0.144,0.1406,1,0,0,1,30.388,13.414,17.012,African,Spring,Spring_Light
50.055,13.677,18.66,23.135,0.2392,0.8743,44.836,12.76,14.686,19.455,5.219,0.917,3.974,9.58,3.989,-0.0021,22.883,5.179,0.4505,0.4048,0.2717,0.2369,6.61,57.45,42.54,0.3951,0.224,0.3822,0.1385,0.0073,1,1,0,0,54.846,7.675,15.281,Asian,Autumn,Autumn_Muted
67.283,4.005,6.897,7.976,0.2512,0.808,62.801,4.368,9.122,10.114,4.482,-0.363,-2.225,54.203,12.853,0.2336,33.346,4.506,0.4968,0.1308,0.3394,0.1836,1.39,84.41,84.09,0.2167,-0.0379,0.1241,0.1231,0.0402,0,1,0,1,57.968,8.495,8.524,African,Summer,Summer_Light
25.18,3.907,6.162,7.297,0.0834,0.8458,19.696,1.369,2.921,3.226,5.484,2.539,3.241,22.908,6.825,-1.0,27.227,18.107,0.5526,0.0227,0.0205,0.2792,8.86,24.08,90.0,0.7985,0.0946,0.1255,0.0579,0.0484,1,0,0,0,44.014,9.366,15.789,African,Winter,Winter_Deep
56.692,14.113,15.411,20.897,0.3215,0.8423,52.274,16.16,13.874,21.299,4.418,-2.047,1.537,25.863,5.899,1.0,16.85,7.701,0.9154,0.3083,0.3984,0.3333,5.3,34.54,30.91,0.7668,0.0377,0.1753,0.13,0.0395,1,1,0,0,28.347,12.197,19.728,African,Spring,Spring_Bright
68.096,8.991,-7.0,11.395,0.3038,0.8782,65.078,7.787,-6.142,9.918,3.018,1.204,-0.858,23.713,9.477,-0.5329,26.621,6.719,0.6588,0.4438,0.4147,0.4506,11.0,65.2,59.57,0.4402,-0.0616,0.1179,0.033,0.0134,1,1,0,1,62.65,9.874,15.578,Asian,Winter,Winter_Clear
20.812,18.229,30.37,35.421,0.4348,0.7604,15.675,19.408,24.699,31.412,5.137,-1.178,5.67,39.383,5.782,1.0,33.786,13.537,0.5486,0.1857,0.1297,0.2371,6.38,68.3,36.1,0.4915,-0.0721,0.5347,0.158,0.0848,0,1,0,1,49.374,5.546,13.688,Asian,Autumn,Autumn_Warm
67.149,16.569,16.862,23.64,0.3039,0.7942,63.07,16.51,16.748,23.518,4.078,0.059,0.114,21.785,3.215,0.3978,26.261,24.953,0.7338,0.4536,0.4089,0.4993,0.0,55.93,35.47,0.6307,0.0231,0.5192,0.0926,0.0804,1,0,1,0,60.119,11.747,21.469,Asian,Spring,Spring_Clear
59.605,7.998,5.785,9.871,0.2419,0.723,56.046,7.77,9.115,11.977,3.56,0.229,-3.33,23.04,2.292,-0.4857,31.844,11.148,0.6983,0.3656,0.2776,0.404,3.21,75.5,48.65,0.4213,-0.0262,0.1134,0.0958,0.0211,1,0,0,1,51.852,7.12,16.161,Asian,Winter,Winter_Clear
59.518,9.958,4.509,10.932,0.2648,0.8022,54.928,10.625,7.894,13.237,4.591,-0.667,-3.385,19.881,4.42,-0.6424,32.466,8.644,0.8135,0.3964,0.2705,0.4388,1.77,55.83,81.92,0.5409,0.0443,0.0718,0.0099,0.0114,0,1,0,1,53.694,5.824,19.739,Caucasian,Winter,Winter_Bright
51.217,7.007,3.456,7.813,0.1762,0.8515,49.091,8.402,5.271,9.919,2.126,-1.395,-1.814,16.519,4.583,-1.0,31.393,5.156,0.6169,0.347,0.1982,0.3129,3.22,63.47,45.12,0.4244,0.1214,0.3859,0.2187,0.1237,1,0,0,0,52.431,12.112,21.542,Asian,Winter,Winter_Deep
83.128,6.924,15.237,16.736,0.1759,0.8102,77.789,7.136,13.358,15.145,5.339,-0.212,1.878,61.474,22.853,0.2952,49.428,16.263,0.6742,0.2165,0.337,0.348,4.29,94.28,22.62,0.1485,0.0426,0.1923,0.0527,0.0264,1,0,0,1,68.511,11.109,9.34,Caucasian,Spring,Spring_Light
76.09,11.285,26.171,28.501,0.2778,0.8336,49.68,11.206,27.434,29.634,26.409,0.079,-1.262,32.988,6.652,1.0,31.11,12.271,0.6348,0.431,0.4498,0.3618,7.28,39.08,71.39,0.567,0.0119,0.0655,0.1915,0.0164,1,1,0,1,77.541,3.685,18.336,Caucasian,Autumn,Autumn_Warm
62.257,3.673,0.274,3.683,0.1269,0.7686,59.48,5.441,3.792,6.632,2.777,-1.767,-3.518,19.385,2.377,-0.5624,34.688,8.692,0.6217,0.4287,0.2757,0.4279,1.54,1.85,40.0,1.0,-0.1003,0.0629,0.053,0.0117,0,0,0,0,54.359,10.175,17.695,Asian,Winter,Winter_Clear
53.621,15.728,15.925,22.382,0.3777,0.8398,45.035,14.292,18.769,23.591,8.586,1.436,-2.844,55.376,21.636,0.4687,56.699,33.551,0.861,0.0175,0.0308,0.179,4.73,36.95,39.09,0.7282,0.1957,0.1982,0.2216,0.0014,1,1,1,1,52.872,12.719,9.605,Caucasian,Spring,Spring_Clear
39.918,8.618,13.953,16.4,0.2836,0.8363,36.121,7.265,12.213,14.21,3.797,1.352,1.741,33.615,3.43,0.6961,21.845,14.594,0.226,0.063,0.1807,0.1941,6.17,75.78,52.32,0.3066,-0.102,0.0305,0.0146,0.1833,0,0,0,1,43.609,8.981,13.172,African,Autumn,Autumn_Muted
47.79,19.002,16.343,25.063,0.3512,0.7378,40.381,21.912,15.298,26.724,7.409,-2.91,1.045,37.043,8.882,1.0,30.058,11.461,0.6327,0.1075,0.1773,0.225,6.56,28.71,42.39,0.7064,-0.1163,0.0951,0.0441,0.119,0,0,0,1,62.005,2.073,13.454,Caucasian,Autumn,Autumn_Warm
58.205,0.762,2.524,2.636,0.0859,0.8223,54.873,2.402,4.828,5.393,3.332,-1.64,-2.304,17.326,9.024,-1.0,26.734,8.824,0.688,0.4088,0.3147,0.244,6.49,94.72,67.59,0.129,0.0432,0.0041,0.1188,0.0105,0,1,0,0,57.006,11.233,18.699,Asian,Winter,Winter_Cool
59.443,3.054,8.083,8.641,0.0327,0.7492,56.26,2.955,7.33,7.904,3.184,0.098,0.753,56.918,30.629,-0.2224,29.566,8.685,0.4083,0.0253,0.2988,0.2025,3.1,55.06,67.73,0.5316,0.2027,0.2445,0.1154,0.0009,1,0,1,1,59.607,13.636,24.774,Asian,Summer,Summer_Cool
64.832,2.484,5.559,6.089,0.1665,0.8716,56.443,2.961,5.984,6.676,8.389,-0.477,-0.424,13.547,5.971,0.0708,27.954,11.177,0.5332,0.5128,0.3688,0.3478,8.25,56.89,47.55,0.4393,-0.0629,0.0746,0.2037,0.0337,0,0,0,1,57.769,10.464,17.13,Asian,Summer,Summer_Muted
38.44,3.005,3.778,4.827,0.0816,0.9216,35.102,6.366,4.757,7.947,3.338,-3.362,-0.979,18.952,4.568,-0.5629,45.9,38.647,0.4003,0.1949,0.0746,0.1696,3.86,25.1,10.85,0.864,-0.0192,0.0492,0.1623,0.0103,1,0,1,0,35.569,8.322,13.913,African,Summer,Summer_Light
56.4,12.727,33.074,35.439,0.2485,0.777,54.435,15.127,31.492,34.936,1.965,-2.399,1.583,23.261,3.452,0.5437,20.274,5.972,0.6883,0.3314,0.3613,0.3658,1.88,52.15,25.08,0.5641,0.14,0.3979,0.1492,0.0233,0,1,0,0,49.248,13.952,21.853,Asian,Spring,Spring_Warm
71.658,7.118,-2.207,7.452,0.2363,0.8811,66.747,7.235,-5.317,8.979,4.911,-0.117,3.11,16.718,2.675,-0.7327,21.424,5.307,0.7709,0.5494,0.5023,0.4861,4.37,30.97,21.82,0.7579,0.0013,0.1734,0.2148,0.0174,1,0,1,1,54.361,9.721,23.054,Asian,Winter,Winter_Clear
69.989,3.864,6.672,7.71,0.1771,0.8306,69.07,4.551,5.887,7.441,0.919,-0.687,0.785,34.489,2.353,-0.3818,27.937,8.217,0.3371,0.355,0.4205,0.3104,5.0,24.09,90.0,0.724,0.0004,0.2787,0.2164,0.0217,0,0,0,0,76.077,12.746,18.683,Asian,Summer,Summer_Muted
58.943,10.204,1.566,10.323,0.2592,0.8421,55.375,11.965,6.556,13.643,3.567,-1.761,-4.991,10.544,8.953,-0.552,23.713,14.678,0.9553,0.484,0.3523,0.44,5.37,10.32,52.33,0.9513,-0.0605,0.367,0.1048,0.0146,0,0,0,0,57.185,7.434,16.547,Asian,Winter,Winter_Bright
86.382,3.986,-5.441,6.744,0.0932,0.7855,80.995,4.091,-7.702,8.721,5.387,-0.105,2.262,18.834,7.834,-0.3342,20.05,12.384,0.6532,0.6755,0.6633,0.6918,3.7,23.68,43.27,0.8213,0.0035,0.1285,0.0829,0.1812,0,1,0,0,84.817,5.898,11.699,Caucasian,Winter,Winter_Clear
60.664,5.611,17.502,18.38,0.1659,0.9029,58.796,7.105,14.893,16.501,1.868,-1.494,2.609,12.0,8.79,0.1623,30.023,7.407,0.33,0.4866,0.3064,0.3291,4.7,93.93,26.45,0.0803,-0.1812,0.071,0.0234,0.0097,0,0,0,0,69.069,11.811,21.384,Asian,Autumn,Autumn_Muted
59.386,5.454,6.77,8.694,0.2074,0.7548,53.238,6.242,6.642,9.115,6.148,-0.788,0.128,40.618,8.799,0.5817,13.965,3.931,0.4385,0.1877,0.4542,0.3078,6.16,29.12,81.46,0.7645,-0.0106,0.144,0.1697,0.0161,1,0,0,0,54.968,11.072,20.318,Asian,Autumn,Autumn_Soft
79.474,13.709,15.588,20.759,0.3151,0.7675,75.594,13.557,14.496,19.848,3.88,0.152,1.093,18.725,3.532,1.0,26.697,9.332,0.9029,0.6075,0.5278,0.494,5.06,71.5,62.83,0.4092,-0.0238,0.0283,0.3404,0.1182,0,0,0,0,55.359,10.643,26.22,Asian,Spring,Spring_Bright
18.313,11.685,17.417,20.974,0.2353,0.9222,15.962,10.739,15.997,19.268,2.352,0.946,1.42,24.192,8.278,0.6346,41.374,18.769,0.6105,0.0588,0.2306,0.2729,3.39,36.57,31.35,0.7114,-0.0547,0.2777,0.1763,0.0962,0,1,0,0,31.15,9.657,21.219,African,Spring,Spring_Light
30.465,8.732,26.035,27.461,0.2042,0.8287,27.75,5.236,26.933,27.437,2.715,3.496,-0.898,14.752,6.861,0.6389,23.315,6.205,0.6036,0.1571,0.0715,0.2175,5.04,23.93,21.95,0.8869,0.1197,0.1707,0.1027,0.0311,0,1,0,0,49.7,11.667,15.407,Asian,Autumn,Autumn_Soft
50.543,17.468,25.189,30.653,0.4057,0.7929,43.744,16.362,26.757,31.363,6.799,1.106,-1.568,16.429,6.727,0.6092,25.952,7.058,0.4334,0.3411,0.2459,0.2182,3.12,78.52,32.58,0.3779,0.094,0.3282,0.1608,0.0273,0,0,0,1,57.016,11.526,19.679,Asian,Autumn,Autumn_Soft
25.941,18.564,24.359,30.626,0.3219,0.8332,22.431,16.253,20.936,26.505,3.51,2.311,3.422,25.664,4.671,0.5569,24.911,3.931,0.4827,0.0028,0.0103,0.1938,9.85,58.91,32.59,0.5099,0.0103,0.1754,0.0925,0.0162,0,0,0,1,39.776,8.506,17.818,African,Autumn,Autumn_Deep
58.428,8.019,18.803,20.441,0.2659,0.8781,56.378,5.899,23.481,24.211,2.05,2.12,-4.679,60.888,19.94,0.2857,51.09,16.445,0.717,0.0246,0.0734,0.1668,8.71,29.59,54.13,0.8643,0.0041,0.3088,0.1197,0.0781,0,1,0,0,64.434,4.425,14.744,Caucasian,Spring,Spring_Light
